Guayaquil, Guayas,25,26
Quito, Pichincha,16,12
Madrid, Comunidad de Madrid,15,16
Guayaquil, Guayas,25,26
Madrid, Comunidad de Madrid,15,16
Quito, Pichincha,16,12
